HSCode,Description,Unit,Quantity,Imports_Value_Rs_Thousands,Imports_Value_Rs_Billion,Imports_Revenue_Rs_Thousands
29412000,Streptomycins and their derivatives; salts  thereof.,Kg,20,134.145312,0.000134,25.085
29413000,Tetracyclines and their derivatives; salts  thereof.,Kg,175,1561.704516,0.001562,15.749
29414000,Chloramphenicol and its derivatives; salts  thereof.,Kg,400,2278.163375,0.002278,22.847
29415000,Erythromycin and its derivatives; salts thereof,Kg,350,10296.20325,0.010296,103.093
29419000,"Other antibiotics, nes",Kg,4079.401798,60651.852448,0.060652,609.076
29420000,"Other organic compounds,nes",Kg,126787.1069,18975.742677,0.018976,202.007
30012000,Extracts of glands or other organs or of their secretions,Kg,2000,767.664,0.000768,76.832
30019000,"Substances of human or animal origin,for plophylactic uses, nes",Kg,0.39,225.428875,0.000225,22.545
30021200,-- Antisera and other blood fractions,Kg,3106.894,84863.701708,0.084864,0.39
30021500,"-- Immul prdts, put up in mrsd doses or in forms or pkgs for retail sale",Kg,1001.540001,65018.015531,0.065018,0.455
30024100,Vaccines for human medicine,PCS,349614,164403.693281,0.164404,0.455
30024200,Vaccines for veterinary medicine,PCS,117343,58064.282272,0.058064,1.235
30024900,"Other Vaccines, toxins, cultures of micro-organisms(excl yeasts) and similar products",PCS,1017,4185.980645,0.004186,0.065
30029000,Others,Kg,60.21,305.317065,0.000305,22.345
30032000,"Medicaments of other antibiotics, not for retail sale",Kg,33.059999,18114.30872,0.018114,907.462
30033900,"Medicaments of other hormones, not for retail sale, nes",Kg,0.5,3.057,0.000003,0.459
30039010,Homoeopathic medicaments(pure ayurvedic an yunani),Kg,205.35,719.784737,0.00072,72.181
30039050,Menthol or Kapur containing medicinal bam & similar products,Kg,550,691.873625,0.000692,274.823
30039090,"Others - Medicaments, not put in measured  ses or in forms or packing for retail",Kg,79.4,3383.852183,0.003384,175.719
30041000,"Medicaments of penicillins or streptomycin, for retail sale",Kg,14488.205997,1889.303988,0.001889,135.099
30042000,"Medicaments of other antibiotics, for retail sale",Kg,90840.675575,235889.693854,0.23589,11945.452
30043100,"Medicaments of insulin, for retail sale",Kg,18597.599712,101058.933442,0.101059,5053.281
30043200,"Madicaments of  corticosteroid hormones, their derivatives  or structural analog",Kg,1174.090027,7511.672375,0.007512,375.714
30043900,"Medicaments of other hormones, for retail sale, nes",Kg,1613.764985,115688.534094,0.115689,5784.888
30045000,Other medicaments of vitamins or other products of 2936 for retail sale.,Kg,28160.540139,50097.700361,0.050098,2506.112
30049010,Homoeopathic medicaments(Pure ayurvedican yunani),Kg,46720.21744,81722.869632,0.081723,4128.961
30049041,"Battisa, Drakshyasab, Trifala, Kabjahar & Keshari Jivan",Kg,2487.420001,2652.752397,0.002653,265.408
30049049,"Chyawanprash, Dasamularist, kalpasundari,  Ashokarista, herbal vitamins.",Kg,24291.430066,9370.074374,0.00937,2277.088
30049050,Menthol and campoor containing balms or alike,Kg,10477.959981,40883.626884,0.040884,9762.423
30049090,Other - Medicaments put up in measured doss or in forms or packing for retail sale,Kg,818787.486995,2768486.292067,2.768486,136860.45
30051010,Adhesive Gauze,Kg,111.759998,194.148112,0.000194,19.416
30051020,Adhesive Plaster,Kg,344.939998,414.957467,0.000415,41.485
30051030,Adhesive Tape,Kg,1201.920006,1059.82054,0.00106,106.121
30051090,Other Adhesive dressing and articles having an adhesive layer,Kg,8415.290048,17263.703547,0.017264,1595.713
30059010,Medicated cotton wool,Kg,11534.8,4224.76443,0.004225,358.273
30059020,Bandage,Kg,16976.441388,7831.644743,0.007832,750.142
30059030,Surgical tape,Kg,4498.5,5618.581609,0.005619,562.1
30059090,"Other wadding, gauze, bandage and similar articles for medical surgical, dental or ve",Kg,26604.064992,18813.446561,0.018813,1708.423
30061000,"Sterile surgical catgut, similar sterilesture materials (including sterile aa.",Kg,930.952997,25099.65173,0.0251,4682.74
30063000,Opacifying preparations for x-ray examinations; diagnostic reagentsa for patient,Kg,3935.809906,53378.411125,0.053378,2669.117
30064000,Dental cements and other dental fillings; one reconstruction cements,Kg,1021.057999,14040.66553,0.014041,3412.969
30065000,First-aid boxes and kits,Kg,294.76,214.506614,0.000215,52.139
30066000,Chem contraceptive prepbased on hormones  of  other prod of head 2937 or sperm,Kg,14.491,422.546609,0.000423,0.065
30067000,Gel preparation designed to be used in human or veterinary medcine as ainstru,Kg,5461.44,997.642892,0.000998,242.504
30069100,Appliances identifiable for ostomy use,Kg,216,3465.438246,0.003465,842.242
31010000,Animal or vegetable fertilizers,Kg,42000,1205.353,0.001205,0.065
31021010,Diesel Exhaust Fluid,Kg,59337,5116.824864,0.005117,1243.678
31021030,Fertilizer Grade,Kg,35170000,4392153.848,4.392154,0.975
31023000,Ammonium nitrate  .,Kg,540000,98683.544,0.098684,12829.058
31026000,Double salts and mixtures of calcium nitrate and ammonium nitrate,Kg,3700,691.412875,0.000691,0.065
31031900,Other Superphosphates,Kg,83500,1976.958063,0.001977,0.13
31043000,Potassium sulphate,Kg,925,277.580594,0.000278,0
31052000,"Mineral or chemical fertilizers with nitrogen, phosphorus and potassium.",Kg,91900,4926.763437,0.004927,0.195
31053000,Diammonium hydrogenorthophosphate (diammonium phosphate),Kg,52475000,7869299.968,7.8693,1.495
31055100,Mineral or chemical fertilizers containing  nitrates and phosphates,Kg,1600,696.889312,0.000697,0
31059000,"Other fertilizers, nes",Kg,126000,3643.213875,0.003643,0.13
32021000,Synthetic organic tannning substances,Kg,775,171.600457,0.000172,32.01
32029000,"Inorganic tanning substances; tanning preparations, enzymatic preparation for a.",Kg,60,14.21881,0.000014,2.652
32030020,Food colours other than synthetic,Kg,3153,1038.552336,0.001039,311.192
32041100,Disperse dyes and preparations based there  nes,Kg,4765.7,2674.10849,0.002674,418.053
32041200,Acid dyes and preparations; mordant dyes and preparations,Kg,9307.25,9922.937679,0.009923,2259.969
32041300,Basic dyes and preparations based thereon,Kg,1875,2453.272673,0.002453,363.121
32041400,Direct dyes and preparations based thereon,Kg,10747.4,5091.036104,0.005091,987.91
32041600,Reactive dyes and preparations based there  nes,Kg,6450,4705.093061,0.004705,685.537
32041700,Pigments and preparations based thereon,Kg,28835.369989,25112.665488,0.025113,5230.985
32041800,Carotenoid colouring matters and preparations based thereon,Kg,4250,1626.929094,0.001627,395.411
32041900,Other synthetic organic colouring matter (incl mixtures) of products of 320411-3,Kg,15552.493999,10699.706716,0.0107,2430.743
32042000,Synthetic organic products of a kind used as fluorescent brightening agents,Kg,17640,9185.927754,0.009186,1986.233
32049000,Synthetic organic products used as luminophores,Kg,856.95,592.347505,0.000592,143.951
32050000,Colour lakes; preparations based on colour tlakes as specified in Note 3.,Kg,1334.4,4713.646978,0.004714,144.943
32061100,"Pigments and preparations based on titaniumdioxide, cont'g >= 80% titanium diox",Kg,505507.15,222633.59483,0.222634,46996.149
32061900,"Pigments and preparations based on titaniumdioxide, cont'g < 80% titanium dioxi",Kg,98201.130006,25400.637278,0.025401,6078.086
32062000,Pigments and preparations based on chromium   compounds,Kg,3972,1990.026825,0.00199,596.296
32064100,Ultramarine and preparations based thereon,Kg,3382,2510.081219,0.00251,751.91
32064900,"Other colouring matter; preparations as specified in note 3, nes",Kg,308788.320126,83772.869949,0.083773,25017.859
32071000,"Prepared pigments, opacifiers and colours  or ceramics, etc",Kg,32132,18052.219286,0.018052,4707.06
32072000,"Vitrifiable enamels and glazes, englobes and similar preparations",Kg,987308,48910.193087,0.04891,10811.04
32074000,"Glass frit and other glass in the form of powder, granules or flakes",Kg,163490,11367.456835,0.011367,2495.237
32081000,"Paints & varnishes based on polyesters, in  a non-aqueous medium",LTR,17416.600098,14302.741191,0.014303,9734.269
32082000,"Paints & varnishes based on acrylic or vinyl polymers, in a non-aqueous medium",LTR,14804.095018,7800.837524,0.007801,5458.596
32089000,"Paints and varnishes, in a non-aqueous medium, nes.",LTR,146780.500004,61209.688147,0.06121,29735.391
32091010,Acrylic Emulsion,LTR,1646491.712593,311132.856558,0.311133,157235.248
32091090,"Other Paint, varnishes enamels",LTR,42542,5812.753759,0.005813,4007.436
32099000,"Paints and varnishes, in an aqueous medium nes",LTR,4969.699997,1577.211175,0.001577,1048.697
32100090,"Other Paint, Varnishes, enamel. Lacquers, Distemper",LTR,5161,1052.666865,0.001053,731.006
32110000,Prepared driers,Kg,35176,14689.903871,0.01469,3557.011
32121000,Stamping foils,Kg,2597.229998,2737.083264,0.002737,651.086
32129000,"Pigments in non-aqueous media, nes, for retail sale",Kg,22799.860056,14453.448017,0.014453,3410.148
32131000,Colours in sets,Kg,723,460.270478,0.00046,111.873
32139000,"Artists', students' or signboard painters'  colours in packings, nes.",Kg,9707.089931,2522.810003,0.002523,583.156
32141000,"Glaziers'& grafting putty, resin cements, culking comp's & other mastics; painte",Kg,2449816.980027,124230.660541,0.124231,33999.657
32149000,Non-refractory surfacing preparations,Kg,397328.019984,27116.227365,0.027116,7898.178
32151100,"Black printing ink, whether or not concentrated or solid",Kg,20025.55,11273.920548,0.011274,2502.324
32151900,"Printing ink, whether or not concentrated  or solid (excl black)",Kg,243989.269976,94527.024045,0.094527,19284.229
32159000,"Other ink, whether or not concentrated or solid, nes",Kg,20832.215009,28707.222642,0.028707,6499.865
33011200,Essential oils of orange (incl concretes  and absolutes),LTR,26,45.005369,0.000045,11.006
33011900,"Essential oils of citrus fruit (incl concretes and absolutes), nes",LTR,1817,602.565965,0.000603,146.499
33012400,Essential oils of peppermint (incl concrets and absolutes),LTR,0.2,1.06668,0.000001,0.26
33012500,"Essential oils of mints (incl concretes ann  absolutes), nes",LTR,10,37.139809,0.000037,9.091
33012900,"Essential oils (incl concretes and absolutes), nes.",LTR,3789.360003,10056.663606,0.010057,2192.076
33019000,"Concentrates of essential oils in fats  aquous distillates, extracted oleoresi",LTR,7119.090008,9399.993177,0.0094,1506.197
33021010,Odorifereous substances used in alcoholic solution in the food or drink industries,LTR,20493.494019,28239.512429,0.02824,8815.234
33021090,"Other odoriferous substances, of kind used for the manufacture of beverage",LTR,33716.800003,44651.109161,0.044651,10776.927
33029000,"Mixtures of,or with a basis of,odoriferous subst's incl alc sol's for use in ind",LTR,82931.290002,101840.113572,0.10184,25944.361
33030000,Perfumes and toilet waters,LTR,14228.565222,48705.008324,0.048705,22076.164
33041000,Lip make-up preparations,Kg,7188.731517,39660.697002,0.039661,19614.532
33042000,Eye make-up preparations,Kg,2405.150071,21856.222062,0.021856,10867.74
33043010,Nail Polish,LTR,2742.436004,6241.878934,0.006242,3162.277
33043090,Other Manicure or pedicure preparations,Kg,2641.670001,1494.944556,0.001495,776.098
33049100,"Powders, whether or not compressed",Kg,6417.753493,7749.709086,0.00775,3845.086
33049910,Face Cream,Kg,39005.781592,141326.298899,0.141326,70186.353
33049930,Body Lotion,Kg,14325.875014,35589.558676,0.03559,17667.24
33049940,Sindur,Kg,13732.055728,1528.03874,0.001528,460.738
33049950,Petrolium Jelly in retail sales packed used to protect skin,Kg,5562.692997,9257.370618,0.009257,4578.922
33049990,Other beauty or make up preparetions,Kg,206239.093904,434782.298922,0.434782,216928.931
33051000,Shampoos,LTR,324978.948812,166934.508564,0.166935,93506.871
33052000,Preparations for permanent waving or straithtening,Kg,2341.199997,4133.083617,0.004133,2312.118
33053000,Hair lacquers,Kg,59650.200002,22944.844086,0.022945,12887.11
33059010,Hair Oil,LTR,108530.130052,68337.287487,0.068337,33813.562
33059020,Hair dye or colour,Kg,135856.924015,125488.977902,0.125489,62047.787
33059030,Hair cream,Kg,3376.90001,1569.023371,0.001569,775.927
33059040,Hair conditioner,LTR,19611.750049,16575.650204,0.016576,8195.038
33059090,Other preparations for use on the hair,Kg,150361.22105,119390.393894,0.11939,59136.396
33061000,Dentifrices,Kg,118685.404709,93450.289064,0.09345,41667.111
33062000,"Yarn used to clean between the teeth (dental floss),in individual retail package",Kg,265.294,1099.51739,0.0011,514.008
33069000,"Preparations for oral or dental hygiene (incl denture fixative), nes",Kg,3653.829999,2308.577805,0.002309,1125.616
33071000,"Pre-shave, shaving or after-shave preparations",LTR,4442.896027,2975.445688,0.002975,1471.353
33072000,Personal deodorants and antiperspirants,LTR,41152.99613,72141.825685,0.072142,35519.565
33073000,Perfumed bath salts and other bath preparations.,Kg,168.52,214.368622,0.000214,105.998
33074100,Agarbatti and other odiferous preparations which operate by burning.,Kg,115642.149987,21323.479498,0.021323,8826.063
33074900,"Preparations for deodorizing rooms, nes",LTR,31616.854987,22848.052164,0.022848,9836.586
33079000,"Other perfumery, cosmetic or toilet preparations, nes",Kg,19397.940009,21126.766398,0.021127,9080.955
34011100,Soap for toilet use including medicaments,Kg,158758.807124,40727.198609,0.040727,22462.902
34011900,"Other Type of Soaps in the forms of bars, cakes, moulded pieces or shapes",Kg,108402.14357,22720.25141,0.02272,12329.033
34012010,Sodium Fatty Acid Salt (Soap Noodles),Kg,470691.200012,84872.677396,0.084873,30934.24
34012090,"Soap in other forms, nes",Kg,6099.23996,3835.030199,0.003835,2123.94
34013000,"Organic surface-active prod& prep for washing the skin, in the form of liquid",Kg,239727.613283,148378.124677,0.148378,80702.641
34023100,Linear alkylbenzene sulphonic acids and their salts,Kg,962182.87,259896.744534,0.259897,79235.172
34023900,Other Anionic organic surface active agents,Kg,137621.5,34231.18111,0.034231,15665.695
34024100,Cationic,Kg,695,467.22611,0.000467,189.253
34024200,Non-ionic,Kg,55499.6,15742.817791,0.015743,8472.197
34024900,Other organic surface active agents,Kg,53094.780003,11944.687103,0.011945,5509.939
34025010,Detergent Powder,Kg,227973.6,27044.737554,0.027045,14675.498
34025090,Others preparations put up for retail sale (excel Detergent powder),Kg,34890.004063,13860.248851,0.01386,7620.775
34029000,"Other Organic surface-active agents, washing preparations, cleaning preparations",Kg,1050355.088111,189145.702759,0.189146,101734.804
34031900,"Other lubricating preparations, with <70%  petroleum oil, nes",LTR,5184.880013,4280.296268,0.00428,1245.272
34039100,"Preparations for lubricating materials, etc, nes",Kg,1910.200012,3514.901645,0.003515,1052.789
34039900,"Other lubricating preparations, nes",Kg,53726.703,21300.001024,0.0213,6228.3
34049000,"Artificial waxes and prepared waxes, nes",Kg,9917.380002,4326.330178,0.004326,961.713
34051000,"Polishes, creams and similar preparations  or footwear or leather",Kg,20684.071696,15255.489426,0.015255,4576.064
34052000,"Polishes, creams and similar preparations or maintenance of woodwork",Kg,10193,1663.374065,0.001663,508.678
34053000,Polishes and similar preparations for coac work (excl metal polishes),Kg,1203.239998,412.130575,0.000412,123.716
34054000,Scouring pastes and powders and other scouring preparations,Kg,10026,1021.933371,0.001022,306.078
34059000,"Other polishes, creams and similar preparations, nes",Kg,21030.499992,5736.494516,0.005736,1778.61
34060000,"Candles, tapers and the like",Kg,3653.73,887.75047,0.000888,284.781
34070010,"Modelling Paste, including those put up for children's amusement",Kg,13459.900002,4654.584152,0.004655,1400.543
34070090,Other preparations for use in dentistry,Kg,1277.279998,1145.900826,0.001146,343.29
35011000,Casein,Kg,850,867.145062,0.000867,210.782
35019000,Caseinates and other casein derivatives; casein glues,Kg,1000,1333.629,0.001334,324.137
35022000,"Milk albumin, including concentrates of two or more whey proteins",Kg,1652.470001,3074.157699,0.003074,747.294
35030000,Gelatin and derivatives; isinglass; glues off animal origin (excl 3501),Kg,2205,1403.353888,0.001403,341.152
35040000,"Peptones/protein substances and derivatives, nes; hide powder",Kg,5092.7,4887.554018,0.004888,1132.288
35051000,Dextrins and other modified starches,Kg,98194.700001,6004.842262,0.006005,1341.645
35052000,"Glues based on starches, dextrins or othermodified starches",Kg,29160,2854.150964,0.002854,595.774
35061000,"Products put up as glues or adhesives for retail sale, =<1kg",Kg,148202.729054,76620.053383,0.07662,21254.438
35069100,Adhesives based on polymers of heading 39.01  to 39.13 or on rubber,Kg,634824.23152,163622.571081,0.163623,43147.694
35069900,"Prepared glues and other prepared adhesive, nes",Kg,292588.420022,33134.714225,0.033135,9142.137
35071000,Rennet and concentrates thereof,Kg,20,279.542125,0.00028,52.201
35079000,Enzymes; prepared enzymes (not elsewhere specified or included),Kg,27786.3,31062.781647,0.031063,6064.125
36020000,"Prepared explosives, (excl propellent powders).",Kg,160000,37066.717,0.037067,224.872
36036000,Electric detonators,Kg,6834.429932,16826.9605,0.016827,168.271
36050000,Matches (excl pyrotechnic articles of 36.04,Kg,1883,365.68422,0.000366,171.573
37011000,"Photographic plates & film for x-ray, in the flat, unexposed.",SQM,82037.019998,80698.132075,0.080698,13560.425
37013000,Other plate and film with any side >255mm,SQM,153029.051512,27047.39475,0.027047,5090.886
37023900,"Film, in rolls, non-perforated, of width =  105mm nes",SQM,0.6,1.38447,0.000001,0.338
37032000,"Other photographic paper, paperboard and textiles for colour photography",SQM,1318.99202,243.540762,0.000244,59.253
37039000,"Photographic paper, paperboard and textiles, nes.",SQM,225,2020.20334,0.00202,490.976
37061000,"Cinematograph film, exposed and developed, width >=35mm",MTR,6,12803.921189,0.012804,1811.889
37071000,Sensitising emulsions for photographic use,Kg,644.200001,170.013778,0.00017,31.716
37079010,Toner Powder,Kg,1770.189995,10847.987422,0.010848,2029.477
37079090,"Other chemical preparation for photographic uses, put up for retail sale",Kg,4310,2971.31883,0.002971,554.303
38012000,Colloidal graphite or semi-colloidal graphite,Kg,75,16.81575,0.000017,3.202
38019000,"Preparations based on graphite or carbon inthe form of pastes, nes.",Kg,42000,2229.7685,0.00223,541.899
38021000,Activated carbon  .,Kg,8600,926.466887,0.000926,173.122
38029000,Activated natural mineral products; animal  black,Kg,820133.576172,45982.403847,0.045982,8577.438
38040000,Residual lyes from the manufacture of wood pulp (excl tall oil),Kg,0.3,1.61874,0.000002,0.302
38051000,"Gum, wood or sulphate turpentine oils",LTR,21209,1562.40746,0.001562,379.737
38059000,"Other turpenic oils, nes; crude dipentene, crude paracymene, pine oil etc",Kg,8034,2687.696488,0.002688,584.97
38061000,Rosin and resin acids,Kg,900,181.126793,0.000181,44.018
38062000,"Salts of rosin, of resin acids or of derives of rosin or resin acids, excl rosin",Kg,200,165.217547,0.000165,40.149
38063000,Ester gums,Kg,17400,3770.271672,0.00377,796.064
38069000,"Derivatives of rosin and resin acids, nes;  rosin spirit and oils, nes",Kg,1512,206.68539,0.000207,50.296
38085900,Other Goods specified in Subheading Note 1 to this Chapter (excel DDT (ISO),Kg,72,159.910967,0.00016,38.929
38089110,"Products for killing mosquito, cockroach and like household insects",Kg,115866.135697,70176.413762,0.070176,17305.179
38089190,Balinalima paryog hune Kitnashak Bisadiharoo,Kg,528074.61405,151391.093344,0.151391,22173.552
38089200,Fungicides,Kg,127614,77285.455153,0.077285,11366.595
38089310,Herbicides,Kg,155747.44,93134.424123,0.093134,13494.033
38089390,Antisprouting Products & Plant Growth Regulator,Kg,846728.38,103000.695481,0.103001,28808.267
38089410,Sanitizer,Kg,152.200001,58.710668,0.000059,10.951
38089490,Other Disinfectants,Kg,33391.78991,25882.037013,0.025882,4816.826
38089911,Rat poision,Kg,10697.5,3949.724688,0.00395,600.49
38089990,Others Rodenticide,Kg,29186.499988,9690.491393,0.00969,1808.001
38091000,"Finishing agents, etc, with a basis of amy  aceous substances nes",Kg,2888,543.710602,0.000544,132.265
38099100,"Finishing agents, etc, of a kind used in the textile or like industries nes.",Kg,82306,15951.550268,0.015952,3087.079
38099200,"Finishing agents, etc, of a kind used in the paper or like industries nes",Kg,99265,9231.382416,0.009231,1833.594
38099300,"Finishing agents, etc, of a kind used in the leather or like industries nes.",Kg,1645,413.929253,0.000414,100.861
38101000,"Pickling preparations for metal surfaces; soldering, brazing or welding powders.",Kg,8696,1231.573798,0.001232,281.818
38109000,Other - Pickling preparations for metal surfaces,Kg,50542.4,3194.932978,0.003195,702.992
38111900,Anti-knock preparations (excl based on lead ),Kg,50,66.855008,0.000067,20.025
38112100,Additives for lubricating oils with petrolium oils or oil obtain from bituminous,Kg,14151,8708.132563,0.008708,2310.99
38112900,Additives for lubricating oils (excl with petroleum oils),Kg,2004,467.583311,0.000468,140.107
38119000,"Other additives other than for lubricating  oils, nes",Kg,44526.199999,12751.319554,0.012751,2745.433
38121000,Prepared rubber accelerators  .,Kg,1765,1196.98881,0.001197,234.705
38122000,"Compound plasticisers for rubber or plastics, nes",Kg,97775,28835.493988,0.028835,6081.331
38123100,"Mixtures of oligomers of 2,2,4-trimethyl-1,2-dihydroquinoline (TMQ)",Kg,375,168.15769,0.000168,31.365
38123900,Other Anti-oxidising preparations & oth compound stabilizers for rubber or plastics,Kg,93501,52972.3565,0.052972,4998.713
38130000,Preparations for fire-extinguishers; charged fire-extinguishing grenades,Kg,4071,691.824467,0.000692,168.125
38140000,"Organic composite solvents and thinners, nes; paint or varnish removers.",LTR,232598.21001,26155.988104,0.026156,13383.064
38151100,Supported catalysts with nickel or its compounds as the active substance,Kg,400,716.511727,0.000717,174.31
38151900,"Supported catalysts, nes  .",Kg,18390,1217.536808,0.001218,295.996
38159000,"Others - Reactive initiators, accelerators  & catalytic preparations nes.",Kg,4111.910004,828.009913,0.000828,195.163
38160000,"Refractory cements, mortars, concretes and similar compositions, including dolomite r",Kg,4839876.330002,93435.142453,0.093435,18917.584
38170000,Mixed alkylbenzenes and mixed alkylnaphthaenes other than those of head 2707 o,Kg,1680,460.948695,0.000461,0
38190010,Hydraulic Brake Fluid,LTR,38168.839996,14621.651459,0.014622,7208.987
38200000,Anti-freezing preparations and prepared deicing fluids,Kg,69159.535988,11517.09491,0.011517,2666.439
38210000,Prepared culture media for development or maintenance of  microorganisms(includi,Kg,1033.170674,23577.590046,0.023578,5720.375
38221100,For malaria (Diagnostic or laboratory reagent),Kg,163.5,471.131172,0.000471,23.623
38221200,For Zika and other diseases transmitted by mosquitoes of the genus Aedes,Kg,1603.362,9811.107512,0.009811,491.3
38221300,For blood-grouping (Diagnostic or laboratory reagent),Kg,119.5,2404.898603,0.002405,120.514
38221900,"Other-Diagnostic or laboratory reagents on a backing, prepared diagnostic or laborato",Kg,42589.540416,158898.205171,0.158898,7730.845
38229000,"Other Diagnostic or lab reagents on a backing, prepared diagnostic or laboratory",Kg,58946.998718,295243.282242,0.295243,14750.565
38231100,Stearic acid,Kg,26400,5884.491498,0.005884,1095.883
38231200,Oleic acid,Kg,4580,1203.71475,0.001204,224.691
38231900,Industrial monocarboxylic fatty acids & acid oils from refining nes.,Kg,204376.099976,44951.875969,0.044952,8384.255
38237000,Industrial fatty alcohols,Kg,6350,2374.922613,0.002375,443.059
38241000,Prepared binders for foundry moulds or cores,Kg,301493.2,8289.075405,0.008289,1643.889
38243000,Non-agglomerated metal carbides mixed together or with metallic binders.,Kg,25000.4,393.103316,0.000393,95.528
38244000,"Prepared additives for cements, mortars orconcretes",Kg,1029614.600098,96998.159821,0.096998,27440.703
38245000,Non-refractory mortars and concretes,Kg,723947.639853,15351.237776,0.015351,4240.319
38246000,Sorbitol (excl that of 290544),Kg,100860,6899.75925,0.0069,1340.073
38248900,Containing short-chain chlorinated paraffins,Kg,160,152.204357,0.000152,37.054
38249100,Mixtures and preparations consisting mainlyof,Kg,5296.5,814.408886,0.000814,198.179
38249200,Polyglycol esters of methylphosphonic acid,Kg,166.440004,404.85693,0.000405,98.384
38249910,Chloromited Paraffin wax,Kg,220605.050003,22565.364906,0.022565,4504.956
38249920,Dialysis bath concentrate in solid or liquid form use for treatment of kidney patient,Kg,41932,5490.403422,0.00549,0.195
38249930,Potting soil and conditioner,Kg,27000,1439.8415,0.00144,349.948
38249990,Other chemical products and preparations of the chemical or allied industries,Kg,3572491.407611,93700.171339,0.0937,26711.767
39011000,"Polyethylene having a specific gravity <0.94, in primary forms",Kg,1298426.5,234590.680923,0.234591,49720.253
39012000,"Polyethylene having a specific gravity >=0.94, in primary forms.",Kg,3509175,614200.024969,0.6142,120147.068
39013000,"Ethylene-vinyl acetate copolymers, in primary forms",Kg,555228,125651.809593,0.125652,23024.061
39014000,"Ethylene-alpha-olefin copolymers, having a specific gravity of less than 0.94",Kg,2483808.5,479351.612891,0.479352,95353.752
39019000,"Other polymers of ethylene, in primary forms, nes",Kg,121793.86,32004.269072,0.032004,7326.154
39021000,"Polypropylene, in primary forms",Kg,4658577,888459.423779,0.888459,138159.389
39023000,"Propylene copolymers, in primary forms",Kg,871750,161990.296297,0.16199,32794.009
39029000,"Other polymers of propylene or other olefins, in primary forms, nes.",Kg,128835,14097.081848,0.014097,2476.253
39031100,"Expansible polystyrene, in primary forms  .",Kg,45750,13058.457656,0.013058,3049.192
39031900,"Polystyrene (excl expansible), in primary forms",Kg,78006,17852.59762,0.017853,3823.836
39032000,"Styrene-acrylonitrile (san) copolymers, in primary forms",Kg,40000,11920.64,0.011921,2896.781
39033000,"Acrylonitrile-butadiene-styrene (abs) copolymers, in primary forms",Kg,27900,7418.392578,0.007418,1800.71
39039000,"Polymers of styrene, in primary forms, nes",Kg,229860,40049.659139,0.04005,9266.614
39041000,"Poly(vinyl chloride), not mixed with other N substances, in primary forms",Kg,1789047.899988,245455.111607,0.245455,55413.463
39042100,Non-plasticised poly(vinyl chloride) mixed in primary forms,Kg,108227,37585.528563,0.037586,8928.1
39042200,"Plasticised poly(vinyl chloride) mixed, in primary forms",Kg,676125.5,107882.555226,0.107883,16870.982
39044000,"Vinyl chloride copolymers (excl acetate), in primary forms nes.",Kg,112000,18976.826125,0.018977,3214.006
39046100,"Polytetrafluoroethylene, in primary forms",Kg,20,62.490531,0.000062,15.252
39049000,"Polymers of halogenated olefins, in primary forms, nes.",Kg,90750,27294.079,0.027294,6451.956
39051200,Poly(vinyl acetate) in aqueous dispersion in primary forms.,Kg,10974,2931.664496,0.002932,712.792
39051900,"Polyvinyl acetate, not in aqueous dispersions, in primary forms",Kg,37905,5517.982687,0.005518,1305.696
39052100,"Vinyl acetate copolymers in aqueous dispersion, in primary forms",Kg,13609,2935.299243,0.002935,659.007
39052900,"Vinyl acetate copolymers, not in aqueous dispersion, in primary forms",Kg,600,173.353688,0.000173,42.126
39053000,"Poly(vinyl alcohol), whether or not contaning unhydrolysed acetate groups",Kg,8235,3453.582926,0.003454,672.175
39059100,Copolymers,Kg,2500,2379.300438,0.002379,578.239
39059900,Polymers of other vinyl esters & other vinyl polymers in primary forms nes,Kg,2419.760014,4673.568392,0.004674,56.238
39061000,"Poly(methyl methacrylate), in primary form",Kg,3255,695.89302,0.000696,135.514
39069000,"Acrylic polymers prepared,in primary forms   nes",Kg,338845.85,76699.259533,0.076699,14901.014
39071000,"Polyacetals, in primary forms",Kg,8250,2172.340688,0.002172,528.011
39072100,Bis (polyoxyethylene) methylphosphonate,Kg,210,91.571367,0.000092,22.253
39072900,Other polyethers,Kg,79160,24785.451745,0.024785,5623.403
39073000,Epoxide resines,Kg,54711.729998,23499.594324,0.0235,5227.616
39074000,"Polycarbonates, in primary forms  .",Kg,17500,4422.508359,0.004423,857.909
39075000,"Alkydresins, in primary forms",Kg,465882,117245.487685,0.117245,23798.153
39076100,Having a viscosity number of 78 ml/g or higher,Kg,1900200,329085.983562,0.329086,62264.749
39079100,"Unsaturated polyesters, in primary forms,   es",Kg,314655,84441.128953,0.084441,17145.001
39079900,"Polyesters, in primary forms, nes",Kg,118630,30848.635864,0.030849,6415.53
39089000,"Other polymides, in primary forms, nes",Kg,1133.6,793.259366,0.000793,192.836
39091000,"Urea resins; thiourea resins, in primary f  rms.",Kg,27155,2961.222804,0.002961,633.865
39092000,"Melamine resins, in primary forms",Kg,5701534.43,268423.659969,0.268424,52620.902
39093100,"Poly (methylene phenyl isocynate) (Crude MDI, polymeric MDI)",Kg,8225,3299.192996,0.003299,801.909
39093900,Others amino-resins,Kg,2454,880.071264,0.00088,167.682
39094000,"Phenolic resins, in primary forms",Kg,121735,21989.327951,0.021989,4687.873
39095000,"Polyurethanes, in primary forms",Kg,194647.155,65202.794013,0.065203,13288.044
